Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
6,ALL,Anukul Sudhakar Roy,KKR,X_FACTOR_SUBSTITUTE,14
7,ALL,Ramandeep Singh,KKR,PLAYING,9
7,ALL,Moeen Ali,KKR,PLAYING,7
8,ALL,Andre Russell,KKR,PLAYING,8
9,ALL,Sunil Narine,KKR,PLAYING,1
8,ALL,K Nitish Reddy,SRH,PLAYING,3
8.5,ALL,Abhishek Sharma,SRH,PLAYING,1
7,ALL,Wiaan Mulder,SRH,X_FACTOR_SUBSTITUTE,16
5.5,WK,Luvnith Sisodia,KKR,X_FACTOR_SUBSTITUTE,16
7,WK,Rahmanullah Gurbaz,KKR,NOT_PLAYING,0
8.5,WK,Quinton de Kock,KKR,PLAYING,2
8.5,WK,Ishan Kishan,SRH,PLAYING,2
9,WK,Heinrich Klaasen,SRH,PLAYING,4
6.5,BAT,Angkrish Raghuvanshi,KKR,PLAYING,4
7,BAT,Rovman Powell,KKR,X_FACTOR_SUBSTITUTE,15
7.5,BAT,Rinku Singh,KKR,PLAYING,6
8,BAT,Venkatesh Iyer,KKR,PLAYING,5
7,BAT,Manish Pandey,KKR,X_FACTOR_SUBSTITUTE,12
7.5,BAT,Ajinkya Rahane,KKR,PLAYING,3
6.5,BAT,Aniket Verma,SRH,PLAYING,5
6,BAT,Abhinav Manohar,SRH,X_FACTOR_SUBSTITUTE,12
6,BAT,Atharva Taide,SRH,NOT_PLAYING,0
7,BAT,Kamindu Mendis,SRH,PLAYING,6
5.5,BAT,Sachin Baby,SRH,NOT_PLAYING,0
9,BAT,Travis Head,SRH,X_FACTOR_SUBSTITUTE,14
8,BOWL,Harshit Rana,KKR,PLAYING,10
6.5,BOWL,Vaibhav Arora,KKR,X_FACTOR_SUBSTITUTE,13
6,BOWL,Mayank Markande,KKR,NOT_PLAYING,0
6,BOWL,Chetan Sakariya,KKR,NOT_PLAYING,0
6.5,BOWL,Spencer Johnson,KKR,NOT_PLAYING,0
9,BOWL,Varun Chakravarthy,KKR,PLAYING,11
7.5,BOWL,Anrich Nortje,KKR,NOT_PLAYING,0
6,BOWL,Eshan Malinga,SRH,NOT_PLAYING,0
6.5,BOWL,Simarjeet- Singh,SRH,PLAYING,8
6.5,BOWL,Rahul Chahar,SRH,X_FACTOR_SUBSTITUTE,15
6,BOWL,Zeeshan Ansari,SRH,PLAYING,11
7.5,BOWL,Adam Zampa,SRH,NOT_PLAYING,0
8,BOWL,Harshal Patel,SRH,PLAYING,9
8,BOWL,Pat Cummins,SRH,PLAYING,7
8.5,BOWL,Mohammed Shami,SRH,PLAYING,10
7,BOWL,Jaydev Unadkat,SRH,X_FACTOR_SUBSTITUTE,13
