Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
9,ALL,Axar Patel,DC,PLAYING,5
8,ALL,Aiden Markram,LSG,PLAYING,9
6.5,ALL,Ajay Mandal,DC,NOT_PLAYING,0
7,ALL,Shahbaz Ahmed,LSG,PLAYING,8
5,ALL,Yuvraj Chaudhary,LSG,NOT_PLAYING,0
7,ALL,Donovan Ferreira,DC,X_FACTOR_SUBSTITUTE,14
6,ALL,Arshin Kulkarni,LSG,NOT_PLAYING,0
5.5,ALL,Manvanth Kumar L,DC,NOT_PLAYING,0
5,ALL,Madhav Tiwari,DC,NOT_PLAYING,0
9,WK,Lokesh Rahul,DC,NOT_PLAYING,0
8.5,WK,Nicholas Pooran,LSG,PLAYING,7
9,WK,Rishabh Pant,LSG,PLAYING,1
5.5,WK,Aryan Juyal,LSG,NOT_PLAYING,0
6.5,WK,Abishek Porel,DC,PLAYING,3
8,BAT,Mitchell Marsh,LSG,PLAYING,4
8,BAT,David Miller,LSG,PLAYING,2
8.5,BAT,Faf du Plessis,DC,PLAYING,1
7,BAT,Karun Nair,DC,X_FACTOR_SUBSTITUTE,12
5.5,BAT,Himmat Singh,LSG,X_FACTOR_SUBSTITUTE,14
6.5,BAT,Matthew Breetzke,LSG,NOT_PLAYING,0
7,BAT,Ayush Badoni,LSG,PLAYING,3
7.5,BAT,Jake Fraser-McGurk,DC,PLAYING,2
6.5,BAT,Abdul Samad,LSG,X_FACTOR_SUBSTITUTE,13
6.5,BAT,Sameer Rizvi,DC,PLAYING,4
7,BAT,Ashutosh Sharma,DC,X_FACTOR_SUBSTITUTE,13
8,BAT,Tristan Stubbs,DC,PLAYING,6
8.5,BOWL,Mitchell Starc,DC,PLAYING,8
7,BOWL,Dushmantha Chameera,DC,NOT_PLAYING,0
7.5,BOWL,Mohit Sharma,DC,PLAYING,10
8,BOWL,Avesh Khan,LSG,NOT_PLAYING,0
8.5,BOWL,Kuldeep Yadav,DC,PLAYING,9
7,BOWL,Shardul Thakur,LSG,PLAYING,10
7,BOWL,Mukesh Kumar,DC,PLAYING,11
7.5,BOWL,T Natarajan,DC,NOT_PLAYING,0
6,BOWL,Manimaran Siddharth,LSG,X_FACTOR_SUBSTITUTE,12
6.5,BOWL,Darshan Nalkande,DC,X_FACTOR_SUBSTITUTE,16
7,BOWL,Mohsin Khan,LSG,NOT_PLAYING,0
5.5,BOWL,Rajvardhan Hangargekar,LSG,X_FACTOR_SUBSTITUTE,16
8,BOWL,Ravi Bishnoi,LSG,PLAYING,11
6,BOWL,Akash Singh,LSG,X_FACTOR_SUBSTITUTE,15
7,BOWL,Akash Deep,LSG,NOT_PLAYING,0
5,BOWL,Vipraj Nigam,DC,PLAYING,7
7.5,BOWL,Mayank Yadav,LSG,NOT_PLAYING,0
5.5,BOWL,Tripurana Vijay,DC,X_FACTOR_SUBSTITUTE,15
6.5,BOWL,Shamar Joseph,LSG,NOT_PLAYING,0
5.5,BOWL,Prince Yadav,LSG,PLAYING,5
5,BOWL,Digvesh Singh,LSG,PLAYING,6
