Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
6,ALL,Corbin Bosch,MI,X_FACTOR_SUBSTITUTE,16
7,ALL,Rahul Tewatia,GT,PLAYING,6
7.5,ALL,Mitchell Santner,MI,PLAYING,7
9,ALL,Hardik Pandya,MI,PLAYING,5
7.5,ALL,Shahrukh Khan,GT,PLAYING,5
7,ALL,Washington Sundar,GT,X_FACTOR_SUBSTITUTE,12
6,ALL,Karim Janat,GT,NOT_PLAYING,0
7.5,ALL,Will Jacks,MI,X_FACTOR_SUBSTITUTE,15
6,ALL,Manav Suthar,GT,NOT_PLAYING,0
6,ALL,Arshad Khan,GT,NOT_PLAYING,0
6,ALL,Nishant Sindhu,GT,NOT_PLAYING,0
6.5,ALL,Naman Dhir,MI,PLAYING,6
9,WK,Jos Buttler,GT,PLAYING,3
6.5,WK,Anuj Rawat,GT,X_FACTOR_SUBSTITUTE,15
7.5,WK,Ryan Rickelton,MI,PLAYING,2
6,WK,KL Shrijith,MI,NOT_PLAYING,0
5.5,WK,Kumar Kushagra,GT,NOT_PLAYING,0
6,WK,Robin Minz,MI,X_FACTOR_SUBSTITUTE,12
9,BAT,Rohit Sharma,MI,PLAYING,1
9,BAT,Suryakumar Yadav,MI,PLAYING,3
8,BAT,Glenn Phillips,GT,X_FACTOR_SUBSTITUTE,13
6.5,BAT,Mahipal Lomror,GT,X_FACTOR_SUBSTITUTE,16
9,BAT,Shubman Gill,GT,PLAYING,1
7.5,BAT,Sherfane Rutherford,GT,PLAYING,4
8,BAT,Tilak Varma,MI,PLAYING,4
8.5,BAT,Sai Sudharsan,GT,PLAYING,2
5.5,BAT,Raj Angad Bawa,MI,X_FACTOR_SUBSTITUTE,14
6,BAT,Bevon Jacobs,MI,NOT_PLAYING,0
7,BOWL,Ishant Sharma,GT,X_FACTOR_SUBSTITUTE,14
6.5,BOWL,Karn Sharma,MI,NOT_PLAYING,0
8,BOWL,Deepak Chahar,MI,PLAYING,8
8.5,BOWL,Trent Boult,MI,PLAYING,9
9,BOWL,Jasprit Bumrah,MI,NOT_PLAYING,0
8.5,BOWL,Kagiso Rabada,GT,PLAYING,9
6.5,BOWL,Jayant Yadav,GT,NOT_PLAYING,0
6.5,BOWL,Reece Topley,MI,NOT_PLAYING,0
7.5,BOWL,Prasidh Krishna,GT,PLAYING,11
9,BOWL,Rashid-Khan,GT,PLAYING,7
8,BOWL,Mohammed Siraj,GT,PLAYING,10
7.5,BOWL,Ravisrinivasan Sai Kishore,GT,PLAYING,8
6,BOWL,Kulwant Khejroliya,GT,NOT_PLAYING,0
5,BOWL,Arjun Tendulkar,MI,NOT_PLAYING,0
7,BOWL,Mujeeb-ur-Rahman,MI,PLAYING,10
7,BOWL,Gerald Coetzee,GT,NOT_PLAYING,0
5.5,BOWL,Ashwani Kumar,MI,X_FACTOR_SUBSTITUTE,13
6,BOWL,Satyanarayana Raju,MI,PLAYING,11
6.5,BOWL,Vignesh Puthur,MI,NOT_PLAYING,0
5.5,BOWL,Gurnoor Brar Singh,GT,NOT_PLAYING,0
