Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
8,ALL,Axar Patel,DC,PLAYING,4
6,ALL,Corbin Bosch,MI,X_FACTOR_SUBSTITUTE,13
7,ALL,Mitchell Santner,MI,PLAYING,8
9,ALL,Hardik Pandya,MI,PLAYING,6
6.5,ALL,Will Jacks,MI,PLAYING,3
5.5,ALL,Ajay Mandal,DC,NOT_PLAYING,0
6.5,ALL,Donovan Ferreira,DC,X_FACTOR_SUBSTITUTE,15
7,ALL,Vipraj Nigam,DC,PLAYING,7
5.5,ALL,Manvanth Kumar L,DC,NOT_PLAYING,0
7,ALL,Naman Dhir,MI,PLAYING,7
5,ALL,Madhav Tiwari,DC,NOT_PLAYING,0
9,WK,Lokesh Rahul,DC,PLAYING,3
7.5,WK,Ryan Rickelton,MI,PLAYING,2
5.5,WK,KL Shrijith,MI,NOT_PLAYING,0
7,WK,Abishek Porel,DC,PLAYING,2
6,WK,Robin Minz,MI,X_FACTOR_SUBSTITUTE,16
8,BAT,Rohit Sharma,MI,PLAYING,1
8.5,BAT,Faf du Plessis,DC,NOT_PLAYING,0
9,BAT,Suryakumar Yadav,MI,PLAYING,4
6.5,BAT,Karun Nair,DC,X_FACTOR_SUBSTITUTE,13
7,BAT,Jake Fraser-McGurk,DC,PLAYING,1
6.5,BAT,Sameer Rizvi,DC,X_FACTOR_SUBSTITUTE,12
8.5,BAT,Tilak Varma,MI,PLAYING,5
7.5,BAT,Ashutosh Sharma,DC,PLAYING,6
8,BAT,Tristan Stubbs,DC,PLAYING,5
5.5,BAT,Raj Angad Bawa,MI,X_FACTOR_SUBSTITUTE,15
6,BAT,Bevon Jacobs,MI,NOT_PLAYING,0
6,BOWL,Karn Sharma,MI,X_FACTOR_SUBSTITUTE,12
9,BOWL,Mitchell Starc,DC,PLAYING,8
7.5,BOWL,Deepak Chahar,MI,PLAYING,9
8,BOWL,Trent Boult,MI,PLAYING,10
6.5,BOWL,Dushmantha Chameera,DC,X_FACTOR_SUBSTITUTE,16
8.5,BOWL,Jasprit Bumrah,MI,PLAYING,11
7,BOWL,Mohit Sharma,DC,PLAYING,10
8.5,BOWL,Kuldeep Yadav,DC,PLAYING,9
6,BOWL,Reece Topley,MI,NOT_PLAYING,0
7.5,BOWL,Mukesh Kumar,DC,PLAYING,11
6.5,BOWL,T Natarajan,DC,NOT_PLAYING,0
6,BOWL,Darshan Nalkande,DC,X_FACTOR_SUBSTITUTE,14
5,BOWL,Arjun Tendulkar,MI,NOT_PLAYING,0
6.5,BOWL,Mujeeb-ur-Rahman,MI,NOT_PLAYING,0
6.5,BOWL,Ashwani Kumar,MI,X_FACTOR_SUBSTITUTE,14
6,BOWL,Satyanarayana Raju,MI,NOT_PLAYING,0
7,BOWL,Vignesh Puthur,MI,NOT_PLAYING,0
5.5,BOWL,Tripurana Vijay,DC,NOT_PLAYING,0
