Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
8.5,ALL,Ravindra Jadeja,CHE,PLAYING,5
7.5,ALL,Ravichandran Ashwin,CHE,PLAYING,7
8.5,ALL,Axar Patel,DC,PLAYING,4
6.5,ALL,Jamie Overton,CHE,X_FACTOR_SUBSTITUTE,14
7,ALL,Sam Curran,CHE,NOT_PLAYING,0
6,ALL,Ajay Mandal,DC,NOT_PLAYING,0
7,ALL,Donovan Ferreira,DC,X_FACTOR_SUBSTITUTE,15
6,ALL,Vipraj Nigam,DC,PLAYING,8
5.5,ALL,Manvanth Kumar L,DC,NOT_PLAYING,0
5.5,ALL,Ramakrishna Ghosh,CHE,NOT_PLAYING,0
5,ALL,Madhav Tiwari,DC,NOT_PLAYING,0
7,WK,MS Dhoni,CHE,PLAYING,6
9,WK,Lokesh Rahul,DC,PLAYING,2
7.5,WK,Devon Conway,CHE,PLAYING,2
6.5,WK,Abishek Porel,DC,PLAYING,3
5,WK,Vansh Bedi,CHE,NOT_PLAYING,0
8.5,BAT,Faf du Plessis,DC,NOT_PLAYING,0
7,BAT,Karun Nair,DC,X_FACTOR_SUBSTITUTE,13
6.5,BAT,Vijay Shankar,CHE,PLAYING,4
6.5,BAT,Deepak Hooda,CHE,NOT_PLAYING,0
7.5,BAT,Rahul Tripathi,CHE,NOT_PLAYING,0
8,BAT,Shivam Dube,CHE,X_FACTOR_SUBSTITUTE,12
8,BAT,Rachin Ravindra,CHE,PLAYING,1
9,BAT,Ruturaj Gaikwad,CHE,PLAYING,3
7.5,BAT,Jake Fraser-McGurk,DC,PLAYING,1
6.5,BAT,Sameer Rizvi,DC,PLAYING,6
7.5,BAT,Ashutosh Sharma,DC,PLAYING,7
8,BAT,Tristan Stubbs,DC,PLAYING,5
5,BAT,Shaik Rasheed,CHE,X_FACTOR_SUBSTITUTE,15
5.5,BAT,Andre Siddharth,CHE,NOT_PLAYING,0
9,BOWL,Mitchell Starc,DC,PLAYING,9
7,BOWL,Dushmantha Chameera,DC,NOT_PLAYING,0
7.5,BOWL,Mohit Sharma,DC,PLAYING,11
8.5,BOWL,Kuldeep Yadav,DC,PLAYING,10
6.5,BOWL,Shreyas Gopal,CHE,NOT_PLAYING,0
7,BOWL,Mukesh Kumar,DC,X_FACTOR_SUBSTITUTE,12
7.5,BOWL,Khaleel Ahmed,CHE,PLAYING,10
6.5,BOWL,T Natarajan,DC,NOT_PLAYING,0
6,BOWL,Kamlesh Nagarkoti,CHE,X_FACTOR_SUBSTITUTE,13
6,BOWL,Darshan Nalkande,DC,X_FACTOR_SUBSTITUTE,14
6.5,BOWL,Mukesh Choudhary,CHE,PLAYING,9
7,BOWL,Nathan Ellis,CHE,X_FACTOR_SUBSTITUTE,16
6,BOWL,Anshul Kamboj,CHE,NOT_PLAYING,0
8.5,BOWL,Noor Ahmad,CHE,PLAYING,8
8.5,BOWL,Matheesha Pathirana,CHE,PLAYING,11
6,BOWL,Gurjapneet Singh,CHE,NOT_PLAYING,0
5.5,BOWL,Tripurana Vijay,DC,X_FACTOR_SUBSTITUTE,16
