Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
9,ALL,Sunil Narine,KKR,PLAYING,6
8.5,ALL,Andre Russell,KKR,PLAYING,7
7,ALL,Moeen Ali,KKR,NOT_PLAYING,0
6,ALL,Corbin Bosch,MI,X_FACTOR_SUBSTITUTE,13
7.5,ALL,Mitchell Santner,MI,PLAYING,7
9,ALL,Hardik Pandya,MI,PLAYING,5
7.5,ALL,Will Jacks,MI,PLAYING,2
7.5,ALL,Ramandeep Singh,KKR,PLAYING,8
6,ALL,Anukul Sudhakar Roy,KKR,X_FACTOR_SUBSTITUTE,15
6.5,ALL,Naman Dhir,MI,PLAYING,6
8.5,WK,Quinton de Kock,KKR,PLAYING,1
7.5,WK,Rahmanullah Gurbaz,KKR,NOT_PLAYING,0
7.5,WK,Ryan Rickelton,MI,PLAYING,1
6,WK,KL Shrijith,MI,NOT_PLAYING,0
5.5,WK,Luvnith Sisodia,KKR,X_FACTOR_SUBSTITUTE,16
6,WK,Robin Minz,MI,X_FACTOR_SUBSTITUTE,15
9,BAT,Rohit Sharma,MI,X_FACTOR_SUBSTITUTE,12
7.5,BAT,Ajinkya Rahane,KKR,PLAYING,3
7,BAT,Manish Pandey,KKR,X_FACTOR_SUBSTITUTE,13
9,BAT,Suryakumar Yadav,MI,PLAYING,3
8,BAT,Venkatesh Iyer,KKR,PLAYING,2
7.5,BAT,Rinku Singh,KKR,PLAYING,4
7,BAT,Rovman Powell,KKR,NOT_PLAYING,0
8,BAT,Tilak Varma,MI,PLAYING,4
6.5,BAT,Angkrish Raghuvanshi,KKR,PLAYING,5
5.5,BAT,Raj Angad Bawa,MI,X_FACTOR_SUBSTITUTE,14
6,BAT,Bevon Jacobs,MI,NOT_PLAYING,0
6.5,BOWL,Karn Sharma,MI,NOT_PLAYING,0
8,BOWL,Deepak Chahar,MI,PLAYING,8
8.5,BOWL,Trent Boult,MI,PLAYING,9
9,BOWL,Jasprit Bumrah,MI,NOT_PLAYING,0
6.5,BOWL,Reece Topley,MI,NOT_PLAYING,0
7.5,BOWL,Anrich Nortje,KKR,X_FACTOR_SUBSTITUTE,12
9,BOWL,Varun Chakravarthy,KKR,PLAYING,11
6.5,BOWL,Spencer Johnson,KKR,PLAYING,9
5,BOWL,Arjun Tendulkar,MI,NOT_PLAYING,0
6,BOWL,Chetan Sakariya,KKR,NOT_PLAYING,0
7,BOWL,Mujeeb-ur-Rahman,MI,NOT_PLAYING,0
6,BOWL,Mayank Markande,KKR,NOT_PLAYING,0
6.5,BOWL,Vaibhav Arora,KKR,X_FACTOR_SUBSTITUTE,14
5.5,BOWL,Ashwani Kumar,MI,PLAYING,10
6,BOWL,Satyanarayana Raju,MI,X_FACTOR_SUBSTITUTE,16
6.5,BOWL,Vignesh Puthur,MI,PLAYING,11
8,BOWL,Harshit Rana,KKR,PLAYING,10
