Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
6.5,ALL,Naman Dhir,MI,PLAYING,6
5.5,ALL,Satyanarayana Raju,MI,PLAYING,11
7.5,ALL,Will Jacks,MI,PLAYING,3
9,ALL,Hardik Pandya,MI,NOT_PLAYING,0
7.5,ALL,Mitchell Santner,MI,PLAYING,8
6,ALL,Corbin Bosch,MI,X_FACTOR_SUBSTITUTE,15
5.5,ALL,Ramakrishna Ghosh,CHE,NOT_PLAYING,0
7.5,ALL,Sam Curran,CHE,PLAYING,6
6.5,ALL,Jamie Overton,CHE,X_FACTOR_SUBSTITUTE,15
8,ALL,Ravichandran Ashwin,CHE,PLAYING,8
8.5,ALL,Ravindra Jadeja,CHE,PLAYING,5
5.5,WK,Robin Minz,MI,PLAYING,7
6,WK,KL Shrijith,MI,NOT_PLAYING,0
7.5,WK,Ryan Rickelton,MI,PLAYING,2
5,WK,Vansh Bedi,CHE,NOT_PLAYING,0
8,WK,Devon Conway,CHE,NOT_PLAYING,0
7,WK,MS Dhoni,CHE,PLAYING,7
6,BAT,Bevon Jacobs,MI,NOT_PLAYING,0
5.5,BAT,Raj Angad Bawa,MI,X_FACTOR_SUBSTITUTE,14
8,BAT,Tilak Varma,MI,PLAYING,5
9,BAT,Suryakumar Yadav,MI,PLAYING,4
9,BAT,Rohit Sharma,MI,PLAYING,1
5.5,BAT,Andre Siddharth,CHE,NOT_PLAYING,0
5,BAT,Shaik Rasheed,CHE,X_FACTOR_SUBSTITUTE,16
9,BAT,Ruturaj Gaikwad,CHE,PLAYING,2
8,BAT,Rachin Ravindra,CHE,PLAYING,1
8,BAT,Shivam Dube,CHE,PLAYING,4
7.5,BAT,Rahul Tripathi,CHE,X_FACTOR_SUBSTITUTE,12
7,BAT,Deepak Hooda,CHE,PLAYING,3
6.5,BAT,Vijay Shankar,CHE,X_FACTOR_SUBSTITUTE,14
5,BOWL,Vignesh Puthur,MI,X_FACTOR_SUBSTITUTE,12
5.5,BOWL,Ashwani Kumar,MI,X_FACTOR_SUBSTITUTE,13
7,BOWL,Mujeeb-ur-Rahman,MI,NOT_PLAYING,0
5,BOWL,Arjun Tendulkar,MI,NOT_PLAYING,0
6.5,BOWL,Reece Topley,MI,NOT_PLAYING,0
9,BOWL,Jasprit Bumrah,MI,NOT_PLAYING,0
8.5,BOWL,Trent Boult,MI,PLAYING,10
8,BOWL,Deepak Chahar,MI,PLAYING,9
6.5,BOWL,Karn Sharma,MI,X_FACTOR_SUBSTITUTE,16
6,BOWL,Gurjapneet Singh,CHE,NOT_PLAYING,0
8.5,BOWL,Matheesha Pathirana,CHE,NOT_PLAYING,0
7.5,BOWL,Noor Ahmad,CHE,PLAYING,9
6,BOWL,Anshul Kamboj,CHE,NOT_PLAYING,0
7,BOWL,Nathan Ellis,CHE,PLAYING,10
6.5,BOWL,Mukesh Choudhary,CHE,NOT_PLAYING,0
6,BOWL,Kamlesh Nagarkoti,CHE,X_FACTOR_SUBSTITUTE,13
7.5,BOWL,Khaleel Ahmed,CHE,PLAYING,11
6.5,BOWL,Shreyas Gopal,CHE,NOT_PLAYING,0
