Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
6,ALL,Musheer Khan,PBKS,NOT_PLAYING,0
5.5,ALL,Suryansh Shedge,PBKS,PLAYING,6
8,ALL,Marco Jansen,PBKS,PLAYING,8
7,ALL,Aaron Hardie,PBKS,NOT_PLAYING,0
7.5,ALL,Azmatullah Omarzai,PBKS,NOT_PLAYING,0
8,ALL,Marcus Stoinis,PBKS,PLAYING,5
8.5,ALL,Glenn Maxwell,PBKS,PLAYING,7
8,ALL,Aiden Markram,LSG,PLAYING,4
7,ALL,Shahbaz Ahmed,LSG,X_FACTOR_SUBSTITUTE,14
6,ALL,Arshin Kulkarni,LSG,NOT_PLAYING,0
5,ALL,Yuvraj Chaudhary,LSG,NOT_PLAYING,0
7.5,WK,Prabhsimran Singh,PBKS,PLAYING,2
6.5,WK,Vishnu Vinod,PBKS,X_FACTOR_SUBSTITUTE,15
7.5,WK,Josh Inglis,PBKS,NOT_PLAYING,0
8.5,WK,Rishabh Pant,LSG,PLAYING,1
9,WK,Nicholas Pooran,LSG,PLAYING,2
5.5,WK,Aryan Juyal,LSG,NOT_PLAYING,0
5,BAT,Harnoor Singh Pannu,PBKS,NOT_PLAYING,0
5.5,BAT,Pyla Avinash,PBKS,NOT_PLAYING,0
6.5,BAT,Priyansh Arya,PBKS,PLAYING,3
7.5,BAT,Nehal Wadhera,PBKS,X_FACTOR_SUBSTITUTE,14
7.5,BAT,Shashank Singh,PBKS,PLAYING,4
8.5,BAT,Shreyas Iyer,PBKS,PLAYING,1
8,BAT,David Miller,LSG,PLAYING,7
8.5,BAT,Mitchell Marsh,LSG,PLAYING,5
7,BAT,Ayush Badoni,LSG,PLAYING,3
6.5,BAT,Abdul Samad,LSG,PLAYING,8
6.5,BAT,Matthew Breetzke,LSG,NOT_PLAYING,0
5.5,BAT,Himmat Singh,LSG,X_FACTOR_SUBSTITUTE,15
6.5,BOWL,Harpreet Brar,PBKS,X_FACTOR_SUBSTITUTE,16
6,BOWL,Kuldeep Sen,PBKS,NOT_PLAYING,0
8.5,BOWL,Arshdeep Singh,PBKS,PLAYING,11
6.5,BOWL,Xavier Bartlett,PBKS,NOT_PLAYING,0
7.5,BOWL,Lockie Ferguson,PBKS,PLAYING,10
7,BOWL,Vyshak Vijaykumar,PBKS,X_FACTOR_SUBSTITUTE,13
6,BOWL,Pravin Dubey,PBKS,X_FACTOR_SUBSTITUTE,12
6.5,BOWL,Yash Thakur,PBKS,NOT_PLAYING,0
8.5,BOWL,Yuzvendra Chahal,PBKS,PLAYING,9
8,BOWL,Ravi Bishnoi,LSG,PLAYING,11
8,BOWL,Avesh Khan,LSG,PLAYING,9
7,BOWL,Mayank Yadav,LSG,NOT_PLAYING,0
7,BOWL,Akash Deep,LSG,NOT_PLAYING,0
7.5,BOWL,Shardul Thakur,LSG,PLAYING,10
6.5,BOWL,Shamar Joseph,LSG,NOT_PLAYING,0
6,BOWL,Akash Singh,LSG,X_FACTOR_SUBSTITUTE,16
6,BOWL,Manimaran Siddharth,LSG,X_FACTOR_SUBSTITUTE,13
6,BOWL,Prince Yadav,LSG,X_FACTOR_SUBSTITUTE,12
5.5,BOWL,Rajvardhan Hangargekar,LSG,NOT_PLAYING,0
6,BOWL,Digvesh Singh,LSG,PLAYING,6
