Credits,Player Type,Player Name,Team,IsPlaying,lineupOrder
8.5,ALL,Glenn Maxwell,PBKS,PLAYING,6
8,ALL,Marcus Stoinis,PBKS,PLAYING,5
7,ALL,Rahul Tewatia,GT,PLAYING,5
7.5,ALL,Shahrukh Khan,GT,PLAYING,4
7,ALL,Washington Sundar,GT,X_FACTOR_SUBSTITUTE,16
6,ALL,Karim Janat,GT,NOT_PLAYING,0
7.5,ALL,Azmatullah Omarzai,PBKS,PLAYING,8
7,ALL,Aaron Hardie,PBKS,NOT_PLAYING,0
6,ALL,Manav Suthar,GT,NOT_PLAYING,0
8,ALL,Marco Jansen,PBKS,PLAYING,9
5.5,ALL,Suryansh Shedge,PBKS,PLAYING,7
5.5,ALL,Arshad Khan,GT,PLAYING,7
6,ALL,Nishant Sindhu,GT,NOT_PLAYING,0
6,ALL,Musheer Khan,PBKS,NOT_PLAYING,0
9,WK,Jos Buttler,GT,PLAYING,3
7.5,WK,Josh Inglis,PBKS,NOT_PLAYING,0
6.5,WK,Vishnu Vinod,PBKS,X_FACTOR_SUBSTITUTE,16
6.5,WK,Anuj Rawat,GT,X_FACTOR_SUBSTITUTE,15
7.5,WK,Prabhsimran Singh,PBKS,PLAYING,2
5.5,WK,Kumar Kushagra,GT,NOT_PLAYING,0
8.5,BAT,Shreyas Iyer,PBKS,PLAYING,3
8,BAT,Glenn Phillips,GT,X_FACTOR_SUBSTITUTE,13
7.5,BAT,Shashank Singh,PBKS,PLAYING,4
6.5,BAT,Mahipal Lomror,GT,NOT_PLAYING,0
9,BAT,Shubman Gill,GT,PLAYING,1
7,BAT,Sherfane Rutherford,GT,X_FACTOR_SUBSTITUTE,12
7.5,BAT,Nehal Wadhera,PBKS,X_FACTOR_SUBSTITUTE,12
6.5,BAT,Priyansh Arya,PBKS,PLAYING,1
8,BAT,Sai Sudharsan,GT,PLAYING,2
5.5,BAT,Pyla Avinash,PBKS,NOT_PLAYING,0
5,BAT,Harnoor Singh Pannu,PBKS,NOT_PLAYING,0
7.5,BOWL,Ishant Sharma,GT,X_FACTOR_SUBSTITUTE,14
8.5,BOWL,Yuzvendra Chahal,PBKS,PLAYING,11
8.5,BOWL,Kagiso Rabada,GT,PLAYING,9
6.5,BOWL,Jayant Yadav,GT,NOT_PLAYING,0
6.5,BOWL,Yash Thakur,PBKS,NOT_PLAYING,0
6,BOWL,Pravin Dubey,PBKS,X_FACTOR_SUBSTITUTE,13
7,BOWL,Vyshak Vijaykumar,PBKS,X_FACTOR_SUBSTITUTE,14
7.5,BOWL,Prasidh Krishna,GT,PLAYING,11
9,BOWL,Rashid-Khan,GT,PLAYING,8
7.5,BOWL,Lockie Ferguson,PBKS,NOT_PLAYING,0
8,BOWL,Mohammed Siraj,GT,PLAYING,10
7,BOWL,Ravisrinivasan Sai Kishore,GT,PLAYING,6
6.5,BOWL,Xavier Bartlett,PBKS,NOT_PLAYING,0
6,BOWL,Kulwant Khejroliya,GT,NOT_PLAYING,0
8.5,BOWL,Arshdeep Singh,PBKS,PLAYING,10
7,BOWL,Gerald Coetzee,GT,NOT_PLAYING,0
6,BOWL,Kuldeep Sen,PBKS,NOT_PLAYING,0
6.5,BOWL,Harpreet Brar,PBKS,X_FACTOR_SUBSTITUTE,15
5.5,BOWL,Gurnoor Brar Singh,GT,NOT_PLAYING,0
